start	end	text
0	1720	思路履倾了
1720	3600	我们先怼个图block
3600	7200	因为我们后续要再写代码
7200	9920	我们先把图block给怼出来
9920	13360	既然它这个中表的位置可能会乱动
13360	16400	那么咱们是不是先做一次模板匹配
16400	18560	是不是
18560	20720	来做一次模板匹配
30960	32960	模板匹配 匹配哪里
34160	36160	匹配整个中表
45760	47760	匹配整个中表
49520	52960	那么整个中表里边指折的位置是不是很乱
52960	55280	那么它可能会干扰我们的这个寻找结果
55280	56720	那怎么办
56720	58720	研磨一下
58720	62960	我们先将中表的位置写确定了
70960	73360	把该留的留下
73360	74960	把该演的演掉
74960	78000	然后确定训练
78000	80000	发现咋了
80000	82720	图像不受此操作的支持
82720	86400	那说明这个图是个彩图是不是
86560	89120	我们还得先给它转辉了
90320	92320	那么给它转辉一下
93440	95920	转辉之后做模板匹配
102880	107120	然后这样子模板是不是就有了
107120	109120	是不是
109120	111600	那么模板有了之后
111600	115360	那么调一调它的一些运行参数
116720	119680	这个旋转角就设置不设置吧
119680	121680	因为整体就是个圆
121680	124320	那么电机运行查看结果
124320	126800	看一看这个指针
126800	128800	这个中表盘
128800	130800	那么的都能匹配到位
132080	134080	咱们的第一步啊
134080	136640	先把中表给匹配出来
140400	142400	咱们的第一步
142400	144400	匹配出来
151840	153840	在匹配中表的时候
153840	157120	由于咱们后续是不要侧脚的
157120	161120	所以说你的中心点最好点到位置
161120	163120	对吧最好点到位置
173360	176400	那么表已经找出来了
176400	179520	那么接下来是不是就想办法侧脚了
179520	181520	是不是
181520	183520	那么要想侧脚的话
183520	187520	那它其中的一条线是不是垂直线
187520	189520	那这个垂直线是不是死的
189520	191520	是不是斜死的
191520	193520	所以说你要想侧脚
193520	197520	你先把这个斜死的这个线给堆出来
197520	199520	那么怎么堆
200480	202480	在这里啊
202480	204480	我们创建一条线
204480	206480	怎么创建
206480	208480	在creation里边
208480	210480	创建一条线
210480	212480	在这里的话
212480	214480	由于我们后续的这个侧脚
214480	216480	是不是得有一定的正确角度啊
216480	218480	是不是啊
218480	220480	所以说在这里啊
220480	222480	创建线的时候
222480	224480	在这里推荐大家
224480	226480	创建线段
226480	228480	因为线段是不是有方向啊
229440	231440	是不是有始有终
231440	233440	是不是啊
233440	235440	那么线段啊推荐大家
235440	237440	创建线段
239440	241440	那么创建线段的话
241440	243440	在这里啊
243440	245440	它是不是得输入两个点
245440	247440	才能组成一个线段啊
247440	249440	那么其中一个点出使点
249440	251440	是不是就用我们这里的中心点
