start	end	text
0	5380	大家打开卫生pro把昨晚的多弓箭的按键给导入进来
7940	9720	那么关于多弓箭
9980	13060	咱们之前在脚本当中
13820	14860	写的时候
15360	17160	我们是不是要求的
18180	18940	内容
19200	22780	是将每一个弓箭的这个轴承的内径
23300	24060	给求出来
25080	25600	是不是
26120	29440	这里边有几个轴承啊我就测几次
29920	32000	你看这个图中有一个弓箭
32240	36360	那我就把这一个弓箭内部的轴承的内径给求出来
36620	38400	那如果这个图里面有五个
38660	40440	那我就把这五个的
41480	43520	轴承的内径都给求出来
44040	45320	那么这是之前啊
45560	46340	这个
46600	48380	脚本所做出来的按键
48640	49400	那这一次
49920	51960	咱们用联合别手去做啊
52480	56320	那么之前啊是不是给大家演示过或展示过一遍
56580	57860	一个联合别手的项目
58320	59600	其中就是这个按键
59860	62160	那么今天啊咱们把这个按键给做一做
62420	63700	那么这个按键啊
63960	65500	该怎么去实现咧
70360	71120	在这里啊
71900	73180	咱们可以想想逻辑
73940	76500	既然啊要给每一个
76760	77520	弓箭
77780	79060	都要去测
79320	80340	这个内径
81620	82140	那么
83920	86480	我们是不是得用代码来操控
86700	88280	可以测内径的工具
88540	89300	去求呀
90060	92100	那么用到的工具是什么工具啊
93140	94420	是不是找员工具啊
95440	99280	找员工具啊我们要用脚本或者说用代码
99540	101060	在联合别手当中用代码
101320	103120	来操控找员工具
103380	105180	是不是给每一个轴承上面
105420	108740	放一个找员工具或者说移动一下找员工具
109000	110800	然后去撞去测一下
111580	112080	那么
112340	113620	这是他的整体逻辑
113880	116180	那么他的VPP文件该怎么做
117460	118980	在这里啊首先
119240	120780	你是不是得先把
121040	122060	图中的每一个
122320	123340	轴承的位置
123600	124880	先标记好啊
125640	127440	每个轴承的位置标记好
127700	129740	是不是才能够去测这个内缘
130260	133340	所以说每一个位置标记好那么位置怎么标记
133840	134860	用磨码匹配
135120	135620	来吧
135880	137680	流程啊差不多清晰了
138180	139720	拖拽一个图Block
142040	144840	在图Block里边啊先用磨码匹配
145840	147600	匹配一下目标啊
148640	150160	那么匹配的目标
150420	151700	就是轴承
174840	177100	然后看看运行效果
204840	207900	把所有的轴承啊都匹配出来
208160	209700	确保他的中心圆点啊
209960	212000	差不多就在这个圆形上
212260	213280	方便我们后续
213540	214060	移动
214820	215600	找员工具
216100	219680	那么把这里的所有的轴承都怼出来之后
219940	222500	那么侧源是不是就会用到找员工具啊
222760	223780	是不是啊
224040	225060	那么在这里啊
225320	226860	拖拽一个找员工具
227120	228900	连接图都可以
229160	230180	拖拽一个找员工具
230440	231720	拖拽一个找员工具
232700	234480	然后在找员工具里边
234740	236280	我们就提前啊
236540	238580	把这里的找员工具
238840	240380	到一些初始设置
240640	241660	给设置好
241920	242680	比如说
242940	244220	角度范围
244480	245240	比如说
245500	246780	他的这个大小
247040	250100	他的这个大小什么的咱们代码是不是也可以操控啊
250360	251900	只不过啊咱们图方便
252160	255480	能在vpp里边操作的咱就操作一下
256760	258040	省几句代码啊
258200	261320	那么大小啊差不多就是咱们周承的内定这么大
261580	265160	然后卡尺数量多设置几个设置三十个啊
265420	268740	然后这个投影长度稍微细一点
269000	271300	搜索长度稍微短一点
273100	274380	然后这样子
274640	277700	然后把这里的急性啊也设置设置
277960	279240	一万到明
281540	283080	然后忽略了点数啊
283340	285140	然后再设置一万
285140	289480	然后忽略了点数啊也得上10个
289740	291540	电机运行
291800	293340	先看第一个图
293600	294880	这个圆没毛病吗
295120	297180	那么我们的找员卡尺
297440	299480	是不是先设置成这么大就够用了
299740	302800	之后我们是不是就可以通过这个
303060	305100	联合变成当中的代码
305360	308180	来操控他的位置然后去绕就够了
308440	309200	是不是啊
309460	312280	那么这里的其实角度角度范围他是不是已经有了
312780	314320	我们就不用再变了啊
314520	317600	设置好了就可以了啊包括卡尺数量等等等等
317860	319900	设置好了就可以不用动他了
320160	323500	然后我们剩下的在联合变成当中
323760	327840	哎去移动这个找员卡尺就够用了
328100	330660	移动一次测一次移动一次测一次
331060	333980	那么这就是咱们这里的vpp的一个
334240	335520	基础的一个操作
335780	337680	也就是我们的vpp的准备部分
338080	340640	大家把这一部分啊做了做完之后
340900	341920	保存
342680	343960	不带图像的或
345300	346560	配置的一些工具啊
346960	348120	保存到桌面上
349900	350560	叫做
350820	351700	工匠
354260	356060	工匠.vpp
374320	376320	工匠.vpp
404320	406320	工匠.vpp
429360	431760	大家把这个准备工作啊做一下
434720	439120	那么准备工作用到的工具并不多啊两个工具
440160	444360	哎模板匹配的目的是匹配每一个轴程的位置
444760	447820	然后方便我们把找员工具啊放到对应的位置上
448220	449960	那么第二个工具就找员工具了
450400	450760	让
451260	453060	代码来操控找员工具
525220	526460	这个vpp
526620	527460	对完没啊
528560	529660	对完之后啊
530420	531620	进入vsh studio
534860	536460	把界面搭建一下
537320	540460	然后讲讲这个案例啊具体怎么去做
546520	548960	那么这一次啊就是第九节了
555320	556520	测量
556820	559320	操控工具
560120	562220	哎或者说操控工具
563420	565120	代码操控工具
565420	566220	测量
566620	567820	到联合变成
585120	586720	把界面搭建好之后啊
592420	594420	把内容设置设置
603320	606320	那么在这里啊咱们添加一个功能
606820	607820	添加个啥功能
608320	612120	我们之前啊是不是无论是什么打开CSV
