start	end	text
0	2000	ok啊
2000	4000	把文本文当创建好之后
4000	6000	来,咱们讲一讲
6000	9000	首先啊,今天开始咱们的联合编程
9000	12000	那么联合编程首先讲一讲
12000	14000	什么是联合编程
14000	17000	对吧,咱先认识认识,它是干啥用的
17000	20000	在这里啊,联合编程指的是啥
20000	24000	联合编程啊,指的是
25000	27000	允许
29000	31000	不同系统
32000	34000	不同组架
35000	37000	不同工具
41000	44000	进行协统工作
46000	50000	来完成的一种编程方式
51000	54000	那么对于我们机识觉得联合编程
54000	57000	它具体一点,是什么
57000	60000	在CSHARP中
62000	65000	通过Vision Pro
65000	69000	与Vision Studio
71000	75000	202的WinFormer
75000	79000	创起应用进行联合开发
80000	83000	进行联合开发
91000	94000	那么,再具体点
95000	98000	具体点就是指
98000	101000	用Vision Pro
102000	108000	在工业视觉功能集成的
111000	114000	WinFormer
114000	117000	创起应用中
117000	121000	通过CSHARP代码
121000	125000	实现视觉算法的调用
127000	130000	或者图像处理
130000	135000	或者结果展示的完整流程
139000	143000	这就是联合编程的具体概念
143000	145000	这个概念不需要大家记
145000	147000	但是大家需要理解
147000	149000	你知道它是个啥东西
149000	151000	就可以了
151000	153000	你想想,它是不是类似于
153000	155000	我们的优势互补呀
155000	157000	是不是
157000	159000	原本我们在Vision Pro当中做这个项目
159000	161000	首先Vision Pro当中做
161000	162000	是可以做的,对不对
162000	164000	但是你只能
164000	166000	要么传用工具去操作
166000	168000	要么用脚本去写
168000	169000	而且脚本还不好写
169000	171000	所以说,我们就可以
171000	174000	将Vision Pro这边的视觉功能
174000	176000	拿出来
176000	178000	然后,把VinFormer
178000	180000	创起应用当中
180000	182000	交互界面也拿出来
182000	184000	然后互相结合
184000	186000	那么我们是不是就可以在
186000	188000	这里的Vision Studio当中
188000	190000	解Vision Pro的脚本了
190000	192000	是不是
192000	194000	那么是不是相当于互补
194000	196000	这样子的话,用户就可以
196000	198000	通过界面的点击按钮
198000	200000	等等操作
200000	203000	来实现视觉的处理效果
203000	205000	这就是联合编程
205000	207000	那么
217000	219000	联合编程的相关概念
219000	221000	我就讲完了
223000	225000	什么是联合编程
225000	227000	我就讲完了
227000	229000	那么,既然认识完了
229000	231000	联合编程之后
231000	233000	咱们讲一讲
233000	235000	为什么要用
235000	237000	联合编程
237000	239000	为什么
239000	241000	首先,低点
241000	243000	就是刚刚说的
243000	245000	有点功能
245000	247000	互补
249000	251000	那么
251000	253000	Vision Pro擅长什么
257000	259000	Vision Pro
259000	261000	擅长
263000	265000	一层视觉处理
269000	271000	但缺乏
271000	273000	用户
273000	275000	交户能力
275000	277000	你想想
277000	279000	你把一个项目在Vision Pro当中做完了
279000	281000	那么
281000	283000	如果你做完这个项目了
283000	285000	打包发给客户
285000	287000	你想想,客户会用不
287000	289000	你把Vision Pro的VTPS
289000	291000	文件发给客户
291000	293000	你觉得客户会用不
295000	297000	会用不
297000	299000	客户是不是就不会用
299000	301000	对吧,Vision Pro作为视觉人件
301000	303000	只有你作为视觉工程师,你才懂
303000	305000	而且知道它怎么用
305000	307000	但是,你客户
307000	309000	毕竟是
309000	311000	进入爸爸
311000	313000	人家出的是钱
313000	315000	但是,人家出了钱了
315000	317000	人家,就咋说了
317000	319000	人家基本也不可能去学你这个Vision Pro
319000	321000	怎么用
321000	323000	所以说,你的项目确实做出来了
323000	325000	但是,人家不会用
325000	327000	这是不是一个印象
327000	329000	这就是优势互补的一个原因
329000	331000	因为Vision Pro擅长
331000	333000	与视觉处理
333000	335000	但是,没有办法跟用户
335000	337000	进行交互
337000	339000	你把VPP文件发给人家,人家不会用
339000	341000	所以说
341000	343000	这是第一点
343000	345000	Vision Pro擅长视觉处理
345000	347000	但是,不擅长用户的交互
347000	349000	而VFOM
349000	351000	创提应用
351000	353000	擅长构建
353000	355000	这里的GUI
355000	357000	GUI就是咱们的
357000	359000	创提界面的各个空间
359000	361000	然后
361000	363000	可以
363000	365000	让用户
365000	367000	直观的
367000	369000	进行交互
371000	373000	那么,VFOM的
373000	375000	擅长离域,是不是跟用户
375000	377000	是不是
377000	379000	是不是
379000	381000	你想想,你在VFOM当中
381000	383000	对上几个按钮
383000	385000	这个按钮是导入图片
385000	387000	这个按钮是点击检测
387000	389000	那个按钮是输出结果
389000	391000	那么,用户得到了这个软件
391000	393000	人家
393000	395000	是不是会用你的
395000	397000	创提应用
397000	399000	对吧,人家一看,这就是个按钮
399000	401000	人家肯定就知道,这是要点的
401000	403000	然后,你只需要简单的
403000	405000	就能告诉人家
405000	407000	人家是不是很快就上手了
407000	409000	是不是
409000	411000	所以说,这就是
