start	end	text
0	3000	把硬币的案例倒入进去
4000	7000	做关于硬币的联合变成具体怎么做
7000	11000	首先在这里的微生pro当中
11000	13000	先把咱们的vpp给搞定了
13000	15000	那么之前咱们讲的
15000	18000	是不是都是关于一个模板匹配的一个结果
18000	20000	这一次变成三个了
20000	23000	所以说略微加了点难度
23000	25000	但是整体的逻辑
25000	26000	是不是还是不变的
26000	28000	所以说
30000	33000	咱们在这里拖拽三个模板匹配
36000	39000	将这三种硬币都获取一下
43000	46000	在这里我就快速的去匹配一下
49000	50000	我就不切换图片了
50000	52000	直接眼膜走起
61000	64000	加油
79000	81000	努力
90000	106880	点击运行啊 查看结果 效果没问题了啊 咱们再接着队
108000	110800	一元到五角的
120000	122000	嗯
140560	143440	同样的道理啊 直接眼膜
144640	148240	一口气啊 把硬币的正反面啊 都给堆出来
150000	162800	然后五角的有了 一角的也给堆出来
180000	189120	包在面上啊 然后五角的背后把一点成这一塊面手
198000	200640	看見了我 그런样子
200640	215520	然后将三者硬币啊都匹配完成之后检查检查啊
216320	220720	没有错误的地方之后咱们就可以去检测目标了啊
221280	222720	如果有误差的地方啊
222720	225040	那么你就再稍微改一改
230640	242640	然后做完之后我们是不是就得把这三个模板匹配的结果都得输出出去
243440	246320	所以说啊来通过添加中断的方式
246960	252400	将各个硬币的结果数量都输出出去
253600	259120	那么输出出去的话那么他们各自的名称是不是就是readout counter
259120	262560	readout counter都连接到这里
264640	269600	那么连接过去之后你看他的这个名称是就变成readout counter
269600	271440	readout counter一readout counter二的啊
272000	276160	在这里啊我们感觉是不是就是感觉他这个名字是不是就不太好了
276720	279280	因为我们输出的这个结果数量是不是多起来了
279840	283120	那么可能会导致啊咱们这里的结果给搞混
283120	285200	所以说在这里啊我们可以给他改名
285920	290160	改名改名啊一元对上拼一啊
292000	292480	五角
296160	296560	一角
299920	304240	改名那么我们的output这里是不是就改完名了啊
304240	307840	到时候获取结果的时候就用这里的名字获取就可以了
307840	312320	是不是就不会轻易的去混淆他的一个结果呀
313040	315920	所以说啊这里可以改那上面的output的image
316720	320000	也可以改啊那我就给他改为image看看效果
321280	324560	改完之后保存不带图像或结果的工具
325120	326400	叫做硬币
329840	330240	保存
331680	332080	搞定
333120	335920	那么这就是啊咱们的这个vpp的一个效果
336480	339920	那么在这里啊刚刚有有很多同学啊问到老师了说
340240	343600	哎呀老师我这个vpp感觉有一个地方忘搞了
343600	345840	我是不是想回去再重新搞一个
346400	349280	那他就通过这个vpp直接拽到这里
349280	350960	去让他运行结果怎么了
352160	355360	结果运行不了啊还会抱错抱错原因啊
356800	357600	等他谈一下
361120	362480	你看他会谈一个错误
363040	365120	他说你的这个文件面是不是就不太对
365760	367040	为什么不太对
367040	368720	因为你的这个是个工具啊
369680	372400	你的这个vpp是不是工具的残数
373280	376400	那你用什么才能用这个软件打开来
376960	379040	是不是得是项目的vpp才能打开
379680	381600	你用工具用他打开能打开吗
382160	384320	打不开那怎么让才能打开来
384320	386080	你创建一个新项目
386080	388480	在作业编辑器当中打开
389040	390240	这样子是可以打开的
