start	end	text
0	2000	那么关于这个引脚案例
2000	6000	咱们要完成的内容有四大内容
6000	10000	第一点内容是判断引脚有没有缺少
10000	11000	这是第一点
11000	12000	第二点
12000	16000	判断有没有引脚发生倾斜歪曲
16000	18000	就是倾斜的引脚
18000	20000	检测有没有倾斜的引脚
20000	21000	这是第二个内容
21000	26000	第三个内容是判断你的这里的引脚有没有偏高
26000	28000	第四个是有没有偏低
28000	31000	那么本质上是三大内容
31000	32000	有没有缺少
32000	35000	有没有歪以及高了低了
35000	36000	是不是这三种
36000	40000	那么这三种咱们该怎么去检测
40000	41000	那么在这里
41000	44000	咱们对于这个引脚案例
44000	46000	一个一个的检测
46000	49000	那么怎么检测
49000	52000	首先对于这个引脚
52000	54000	在整体的图片上
54000	56000	那它相较于背景
56000	58000	是不是相对于很明显
58000	59000	是不是
59000	61000	上面这个引脚白白的
61000	63000	是不是相对于背景比较黑
63000	65000	所以说我们是不是可以用这里的
65000	66000	Block工具
66000	69000	把这几个引脚给单独提出来
69000	70000	是不是
70000	72000	所以说在这里
72000	74000	我们先拖拽一个
74000	76000	图Block工具
76000	77000	因为后续
77000	78000	我们要写这个脚本
78000	83000	在图Block工具里边
83000	85000	做一次Block
85000	87000	那么Block的话
87000	89000	点击运行查看结果
89000	90000	那么在这里
90000	93000	我们设置的极性是黑底白点
93000	94000	这个没问题吧
94000	97000	点击运行查看结果
97000	98000	结果咋样
98000	100000	引脚确实可以怼出来
100000	101000	是不是
101000	104000	但是有什么问题
107000	109000	你的这个上半边的这个引脚
109000	111000	是不是有的检测不全
111000	112000	而且你用Block检测的话
112000	116000	那你下半边该怎么检测呀
116000	117000	那么在这里
117000	119000	我们分析分析这个案例
119000	122000	我们该怎么去做Block检测
122000	123000	那么在这里
123000	126000	我们可不可以只取一半来检测
126000	128000	我只取上半部分检测
128000	130000	够不够做
130000	131000	是绝对够的
131000	132000	所以说
132000	135000	为了检化咱们的制作方式
135000	136000	我们可以把上半边的
136000	138000	给检测出来
138000	140000	下半边的就不要了
140000	142000	那么我们可以给我们的Block工具
142000	144000	给他拟定一个形状
144000	148000	要求他只需要检测上半边
148000	149000	是不是就可以了
149000	151000	是不是
151000	152000	这是我们的第一步
152000	154000	限定他的范围
154000	155000	限定完之后
155000	156000	变成这个样子了
156000	158000	那么这个样子的话
158000	159000	效果是不是相较
