start	end	text
0	6140	这个案例,我们把最后一步这里的Tracket是添加上去
15620	18680	那么接下来咱们讲的数据保存
20480	23300	就在这个案例的基础上来进行
30000	36920	然后
37680	40240	大家把这个案例上午是不是已经做完了
40740	42540	做完之后他的这个结果
42800	45360	是不是有这里的一元的数量
45620	46640	五角的数量
46900	49980	一角的数量以及总金额这四个内容
50480	54320	那么根据图片的不同,那他每次检测出来的结果
54580	55340	是不是也不同
55600	57640	所以说我们需要用一种技术
57800	61220	把这些结果来归类保存起来
61480	62500	方便我们
62760	64300	整体的去查看
64560	65580	或分析
65840	68900	那么如何保存以及保存技术如何
69160	71460	那么大家在这个案例当中
71720	73000	添加一个
73520	74280	新建象
74800	78120	叫做文本文档,我们把这个技术给写一些
79660	80940	添加一个文本文档
81700	84000	那么今天下午咱们学习
84260	85040	保存
85300	86560	CSV文件
87840	89640	保存CSV文件
92460	92960	那
93220	95020	首先先介绍一下
95280	97320	啥是CSV文件啊
99620	100120	一
101160	101920	什么是
102700	103720	CSV文件
105000	107040	那么先认识是他
107560	109360	那么CSV文件
110120	111400	他的全称
111660	112680	叫做
113660	114940	他的全称
115200	116200	叫做
136700	139260	那么是一种
139520	142580	简单的文本文件格式
143660	144680	那么
144940	146980	这种文本文件格式
147240	147760	用
148020	149040	逗号
150060	151600	分格数据
152360	153640	适合
154920	156100	存储
156360	158000	表格数据
158760	161580	比如说我们经常用到的Excel
166440	169640	那么这就是CSV文件的一个介绍
170200	172720	CSV啊全称叫
172980	174760	Separated values
175280	178860	是一种比较简单的文本文件格式
179120	181420	用逗号分割数据
181680	185260	适合存储表格数据
187560	188840	就比如说Excel
196520	197280	那么
197740	199780	说到了储存存储数据
200040	204140	那么大家在大学当中是不是学过类似的存储方式
204400	205420	比如说数据库
205680	206700	是不是
206960	209020	那么在这里啊为什么
209780	211580	用CSV文件
212340	214380	对吧为啥咱不用数据库嘞
214640	216440	为什么用CSV不用数据库
218220	220020	在这里啊告诉大家
220520	221560	首先啊
222060	223080	CSV
223340	225660	他的使用方式以及代码
226160	227180	简单易用
227500	232100	不需要复杂的数据库的操作
234140	235180	你想了吗
235940	237220	一讲到数据库
237480	239780	你是不是首先得连接数据库啊
240040	242340	连接完数据库你还得创建数据库
242600	245660	创建数据库你还得把每一列每一行的各个类型
245920	246940	也得创建出来
247200	250020	然后再去增山改查
250280	253600	是不是这样子一系列分析下来感觉
254280	255420	这带完老多了
255680	256080	是不是啊
256320	261180	而且数据库很多种比如说
261480	264640	等等等等很多种数据库
265020	267640	那么多种数据库他的使用方式也不一样
267880	270960	那么你想想咱就检测的硬币
271220	272660	哪个数据库
274540	275060	对吧
275320	276820	什么时候用数据库嘞
277620	278380	什么时候
279160	282940	比如说啊我设计到了超大量的数据一番
282940	286780	这就得用数据扩了,这个能力减弱
286780	289080	比如说你兑了一个什么什么
289340	292660	美团IPP啊
292920	294980	比较说美团IPP是你发明的
295480	299320	那么上面的各种数据,什么用户数据,对吧,地图数据
299580	300600	菜品数据
300860	305220	绑定的各种什么微信支付,各种支付数据
305460	308800	各种信息,那么这些信息的膨量是不是很大
309300	310580	那么你有简单的
310580	312880	利用的这种小文件格式够用吗
314680	315700	肯定不够
315960	318260	你想了嘛,全国多少亿人在用美团
318780	319540	是不是啊
320560	321580	所以说
321840	324400	对于超大量数据,你再用数据库
324660	325940	反而会更适合点
326200	329780	因为数据库不挑大啊,虽然说它很麻烦,但是足够
330040	331320	对于庞大数量
331580	332860	来说,足够好用
333360	335920	那么在这里啊,你像咱们的这个数据检测
336180	338480	对吧,你检测一批产品
338680	341000	再怎么检测吧,顶多就是一万两万
341760	343800	对吧,对于这种文道来说,足够用了
344320	344840	足够用了
345600	348160	那么,所以说啊,为什么不用数据库用CSV
348420	349960	CSV简单易用
350220	352520	不需要复杂的数据操作
352780	355840	然后第二点,可以用
356600	357120	excel
357640	358140	或
358400	359180	计识本
360700	361480	直接
361740	362240	查看
362760	363260	或
363520	364040	编辑
365040	368400	然后第三点,适合存储
368660	370180	配置信息
370440	372740	或小型数据集
375560	378640	这就是啊,为什么学习CSV文件的原因
424760	426040	那么,大家喜欢没有
426560	427320	喜欢没有
427580	430140	喜欢之后,来,咱们具体看一看
430400	432700	这些文件,具体是个啥东西啊
432960	436020	那么,我把之前的一个案例啊,推过来
436280	438580	我把之前的一个案例啊,推过来
438840	439760	给你
440120	440640	给你
440900	441400	给你
441640	442160	给你
442420	442920	给你
443140	443560	给你
443700	444220	给你
444480	444740	给你
444980	445240	给你
445500	445740	给你
446000	446520	给你
446780	447040	给你
447280	447540	给你
447800	448060	给你
448320	448560	给你
448820	449080	给你
449340	449600	给你
449840	450060	给你
450320	450620	给你
450880	451380	给你
451640	451900	给你
452120	452400	给你
452660	452920	给你
453160	453420	给你
453420	453920	给你
455160	456380	在这个
456640	459000	冰文件夹当中啊,其中有一个
459760	460540	保存形式
460800	462340	就是结果点CSV
462840	465840	那么点CSV是这个文件的后维名
466100	467200	那么我可以
467460	467960	通过
468220	470020	用XL将它打开
470520	471280	打开之后
471540	472580	是不是就是表格文件
473600	474120	是不是啊
474620	476160	每次检测,你看
476420	478460	它就按照这里的表格的这种
478720	480000	排列布局,你看
480260	480760	P次
481020	481780	数量
482040	482560	编号
482760	484560	以及检测出来的规格
484820	485320	你看
485580	487380	它是不是就一列一列全部都列下来了
487900	490440	那么这样子你在检测完一批产品之后
490700	491720	你这样子查看
491980	492760	是不是很好看啊
493520	493780	对吧
494020	496080	而且你还可以通过XL的一些自己的功能
496340	496740	比如说
497000	498120	求个什么方X了
498380	498980	平均值了
499240	499660	各种各样
499920	500680	是不是都能做
501200	502220	而且你可以看看啊
502480	504020	究竟检测了多少P次
504280	504780	对吧
505040	505800	花了多少时间啊
506060	506840	都可以去做
507100	509140	当然这是最简单的一种表示形式
509600	511960	除了这四列你还可以加一个什么检测时间
512320	514080	或者说谁负责的,是不是都可以加
514580	516780	所以说这种CSV的保存形式
517040	518320	可以用XL表格看
518580	519480	也可以用什么看
519840	520740	计时板看,来
521000	522040	我们用计时板打开
524460	525240	是不是就这样子的
525740	526240	你看
526500	528540	用计时板打开的话是不是就是
528800	529440	上面说的
529700	531620	用逗号分割数据
531880	532660	看到没有
533420	533920	是不是
534700	536500	按照这种形式
537000	538280	来表示出来的
538540	539300	所以说啊
539560	541860	这就是CSV文件的
542940	543540	效果了
543800	544300	这个
544560	545240	大家看到没有
546000	546780	看到没有
547280	548100	那么接下来啊
548360	549080	咱们学一学啊
549340	550100	如何
550360	551240	保存
551500	552420	CSV文件
552680	553180	那么
553440	554960	我们关于这个案例
555220	556500	是不是已经把这里的
556760	557780	一元五角
558040	560080	一角的数量还有总金额
560340	561620	是不是就全怼出来了
562140	563920	那么全怼出来之后
564180	564680	那么
564940	566740	咱们在这个案例当中
567000	569560	就把我们保存的逻辑操作
569820	570840	就放到
571300	572060	这中间吧
572460	573100	行不行
573860	575400	我们检测出来结果
575660	577460	顺带就保存成为CSA文件
577700	578460	就可以了
579220	580260	那么在这里啊
580520	582060	跟着老师写一写啊
582320	585380	CSV文件的保存的操作
585900	587420	那么在这里啊
591260	592300	CSA文件啊
592560	593820	在CSHOP当中
594340	595380	有对应的
596140	596900	写的这个代码
597160	599460	那么关于CSA文件的操作
599920	601720	用代码表示怎么表示啊
601980	604520	叫做Strema Writer
608360	609920	Strema Writer
611960	613500	那么Strema Writer
614000	617080	就是用来啊写入CSHOP文件的
617340	618360	一种形式啊
618860	620400	那么大家可以写一些
620920	623220	叫创建Strema Writer
623480	624400	写个名字
624660	625680	叫CW1
626040	626800	等于
627560	628340	扭一下
628600	629360	实力画一下
629460	631460	那么实力画完之后
631720	634280	这是不是就是一种实力画的一种方式啊
634540	636320	实力画完之后咋的啦
636580	637860	呀抱错了
638120	639400	那为什么会抱错嘞
639660	640160	也看
