start	end	text
0	3340	那么今天上午做的那个案例
3840	5120	他的要求是什么
5120	7940	是不是只需要把合格不合格以及漏装的数量
8200	9220	点出来就可以了
9980	10500	是不是
10760	14080	那咱们之前在微信pro当中是不是还做个另外一种形式
14340	14840	就是
15100	17160	我不用点他们各自的数量了
17660	20480	我直接在原图当中
20740	22020	把每一个
22280	24320	胶囊上面标注文字
25600	27900	这个胶囊合格的我就把合格放到一个胶囊上
27900	29180	这个胶囊是不合格的
29500	30200	那我就把
30460	32000	不合格这三个大字
32260	34040	放到不合格的胶囊位置上还记得不
35580	40180	那么今天下午咱们简单讲我们要想这样子实现的话该怎么去做
40700	44540	那么我们先把今天上午的案例稍微完善完善
44800	48120	今天上午咱们是不是已经把这个数量给点起了
48380	51700	然后顺带把这个运行后的
51960	53760	图像也给展示出去
56820	57340	表示
58060	59860	靠个record display 2
60360	62660	先把他的原图推进去
69580	70080	然后
71380	72140	你和
72400	73160	然后
73420	75980	在这个Display 2的基础上
76500	78280	把你运行后的效果
79040	80320	给了Display 2
80840	81860	叫做ctp
82900	83920	creator last
84420	85200	wrong record
85660	88220	把内容给到record display 2
88980	91300	那么点击运行查看效果
95660	97960	经过今天上午的案例制作
98220	100780	那么做出来的效果是不是就长这个样子
101540	102060	是不是
102560	104860	那么这个是结果图片
105120	108440	你看结果图像上面是不是就是你检测出来的效果图啊
108700	111520	那么我们今天上午做的案例
111520	115860	是光把这里的合格不合格漏装的数量给点出来了
116120	116640	那么
116900	121760	我不知道哪一个焦脑是合格的哪一个焦脑是不合格的你光把数量给我点出来
122020	123560	我是不是直观看不见呀
124060	126620	所以说接下来啊咱们接下来怎么做啊
126880	130980	是不是在这个图中把每一个焦脑上面都不要用文字标注呀
131500	133800	那么接下来咱们就要简单讲
134060	138660	在联合编程当中如何写入文字
138920	140960	如何加入文字
141520	143300	如何在联合编程中加入文字
143560	145100	那么问大家一个问题
145360	150740	咱们在联合编程当中加入文字的话那么文字的数量是不是取决于目标结果的数量
151500	154580	那么是不是意味着目标有多少个结果
154840	156880	那我就创建多少个文字
157140	158680	那么这个文字创建到哪
160980	162760	是不是得创建到缝隙环当中
163280	166100	所以说啊我们在缝隙环里边来吧
166620	167880	你光判断
168140	168900	还不够
169160	171220	来咱们再加一个文字工具
171720	174040	那么文字工具怎么加
174540	175300	叫做
175560	176340	Cog
176600	179400	Graphic
179920	180680	Label
183500	185040	那么起个名字
185800	186580	就叫Label
187600	188360	然后
188620	189140	New一下
190680	192980	那么Cog Graphic Label
193240	196040	这个文字工具啊在联合编程当中
196300	197080	同样使用
197580	199580	那么文字工具兑出来了
199780	202100	那么接下来我要写的文字内容
202360	204140	是不是在Aphels里面写就可以了
204900	207720	那么至于它的一些什么文字
207980	211320	颜色文字大小这个咱们直接写上去就可以了
211820	214640	那首先文字的位置Label.x
214900	215400	怎么写
215920	217960	是不是就是当前半点的x
218980	219760	这个能理解吧
220780	222720	所以说我们把x设置一下
222980	224360	叫做Blob1到
224620	225600	结果的
225860	226420	Graph
226660	227700	Blob1到
227960	228980	所引植的
230580	231580	找一找
232860	234140	有没有对应的xy
238500	240540	center of mass x
245340	246180	然后
246940	248220	Label的y
248620	251020	是不是就对应的center of mass y
252060	254100	以此类推啊写进去
255380	258220	那么坐标有了文字的颜色
258220	260020	文字的颜色我们用蓝色吧
260780	262580	Label.y
263340	265380	不Label.color
265900	266660	等于
267940	268460	Blue
272300	273580	那么颜色有了
274340	275880	然后Label的
277180	278700	字型字体大小放它
279460	281260	等于New放它
281780	283560	然后把内容写进去
285100	285620	送体
286340	287620	开体吧
288900	290180	18号字体大小
300940	303500	然后在这里我们回顾一个小知识点
304260	306820	咱们在这里是不是设置了一个文字颜色
307580	308100	是不是啊
308360	310660	那这里的颜色这是个什么东西
316580	318700	这里的颜色是个什么东西
322260	323300	是不是一个美举
323540	324580	是不是
324840	326620	关于美举的知识啊
326880	328420	周末好好的复习啊
328680	333540	你看美举的作用是不是就是通过确定的内容
333800	336100	让我们去选一个确定的内容呀
337380	340180	里边点就可以把这个Blue给点出来
340440	344300	Blue,Red,White,Black等等颜色都是一种美举
344560	345320	那听懂不
346040	347060	美举的知识啊
348340	349360	该复习的复习啊
349880	353720	那么文字的位置颜色大小都有了那么文字的内容
353980	354480	来吧
354740	356800	如果当前你的这个
357560	358840	教能是合格的
359100	360640	那么文字内容
361920	362420	就是
362680	363200	合格
364480	366780	那如果你当前的内容是不合格的
367280	368820	文字就行不合格
371120	372920	那么这样子咱们的文字
373940	374720	是不是搞定了
376040	376720	是不是啊
377480	378080	是不是啊
378600	380760	那么文字设置好了
381000	381480	那么
381720	384480	在咱们之前所讲的脚本当中
384740	387300	我们是我们是不是会在第三出代码位置
387560	388900	把文字工具利用
389160	390880	Collection级和一个一个的输出呀
391400	393800	那么在为联合编程当中该怎么输出呀
394060	395920	该怎么样让这里的文字
396180	397440	输出到图片上来
397960	400620	在这里啊联合编程当中的输出
400880	401840	要更简单
402100	403040	他怎么输出的
403560	405220	在这里啊我们的
405400	406860	Record Display
407120	408400	自带一个功能啊
408660	410700	讲说我们要把这个文字写到
410960	412740	Record Display 2当中
413000	415820	那么把Record Display 2点出来
416080	416580	点二
417100	419400	它里边自带一个方法叫做
419660	423240	Static Graphics
424000	425040	它的作用
425300	426820	就是将你的内容
427080	428360	给加到图片上
428620	429120	再点
429380	429900	ADD
430920	433220	然后把你要加的内容写进去
433740	435280	那么里边的参数
435520	436040	怎么填
437060	438340	数变放到这啊
438600	439880	会有两个参数
440140	442700	第一个参数是你要填的内容
442960	444480	第二个参数是Group Name
444740	445780	这个维空就可以了
446040	447040	类似于我们
447560	449600	之前在脚本当中写的那个
449860	450640	空字辅创
450900	453700	那么第一个内容我们要把谁加进去
453960	456000	把Label写进去
456260	458060	第二个为空字辅创搞定
460360	461380	那么这样子
461640	463440	是不是就把文字加到图片上了
463940	465220	然后加到图片上
466040	466680	加归加了
466920	468860	但是你的图片得刷新一下
469120	470900	所以说刷新你的图片
471160	473720	RecordDisplay2.2
476540	477560	Invalidate
478080	478840	刷新啊
480120	481660	刷新一下你的图片
481920	483440	那么加个主持
484220	484980	通过
486520	488560	StaticGraphics.ADD
489600	491640	进行图中
494460	495220	添加
496040	496640	内容
499480	501160	最后一句啊表示刷新啊
503920	506640	那么这就是咱们画
507200	508200	在图中
508460	509800	写文字的
510840	511400	代码了
511920	513960	那么我们启动看看效果
518000	519360	导入切换图片
519600	520880	加载VPP
521120	522760	点击检测目标
523000	523560	效果
524600	525200	出来没有
526320	528080	效果是不是就出来了啊
528600	529400	再切
